1.000000	0.001236
0.990167	0.004618
0.980321	0.007946
0.970460	0.011217
0.960586	0.014434
0.950699	0.017595
0.940799	0.020701
0.930885	0.023753
0.920959	0.026750
0.911020	0.029693
0.901069	0.032582
0.891105	0.035416
0.881130	0.038197
0.871142	0.040924
0.861143	0.043597
0.851133	0.046217
0.841111	0.048783
0.831078	0.051295
0.821034	0.053754
0.810979	0.056159
0.800913	0.058510
0.790837	0.060808
0.780750	0.063052
0.770653	0.065243
0.760546	0.067379
0.750428	0.069462
0.740301	0.071490
0.730165	0.073464
0.720018	0.075384
0.709863	0.077249
0.699698	0.079060
0.689524	0.080815
0.679341	0.082515
0.669149	0.084160
0.658949	0.085748
0.648740	0.087281
0.638523	0.088757
0.628297	0.090176
0.618064	0.091538
0.607823	0.092842
0.597575	0.094089
0.587319	0.095277
0.577056	0.096406
0.566786	0.097475
0.556509	0.098485
0.546226	0.099434
0.535936	0.100322
0.525641	0.101148
0.515339	0.101912
0.505032	0.102614
0.494720	0.103251
0.484402	0.103824
0.474080	0.104332
0.463754	0.104774
0.453423	0.105149
0.443089	0.105457
0.432751	0.105696
0.422410	0.105866
0.412067	0.105965
0.401721	0.105993
0.391374	0.105948
0.381025	0.105830
0.370675	0.105636
0.360324	0.105367
0.349974	0.105019
0.339624	0.104593
0.329276	0.104087
0.318929	0.103499
0.308584	0.102827
0.298243	0.102070
0.287905	0.101226
0.277571	0.100293
0.267243	0.099268
0.256921	0.098150
0.246606	0.096936
0.236298	0.095624
0.225999	0.094210
0.215711	0.092692
0.205433	0.091066
0.195168	0.089328
0.184916	0.087475
0.174680	0.085501
0.164460	0.083402
0.154259	0.081171
0.144079	0.078803
0.133922	0.076289
0.123790	0.073621
0.113687	0.070787
0.103615	0.067776
0.093580	0.064571
0.083586	0.061154
0.073639	0.057500
0.063748	0.053577
0.053922	0.049340
0.044177	0.044727
0.034534	0.039640
0.025029	0.033917
0.015730	0.027242
0.006807	0.018799
0.000000	0.000000
0.013390	-0.014799
0.024664	-0.019324
0.035562	-0.022163
0.046254	-0.024131
0.056808	-0.025545
0.067260	-0.026567
0.077631	-0.027294
0.087937	-0.027789
0.098187	-0.028097
0.108390	-0.028249
0.118552	-0.028270
0.128678	-0.028179
0.138772	-0.027993
0.148837	-0.027723
0.158876	-0.027380
0.168893	-0.026973
0.178889	-0.026510
0.188867	-0.025997
0.198827	-0.025440
0.208773	-0.024845
0.218705	-0.024215
0.228624	-0.023556
0.238532	-0.022870
0.248431	-0.022162
0.258320	-0.021434
0.268202	-0.020689
0.278077	-0.019929
0.287945	-0.019158
0.297809	-0.018377
0.307668	-0.017589
0.317524	-0.016795
0.327376	-0.015998
0.337226	-0.015198
0.347075	-0.014399
0.356922	-0.013600
0.366769	-0.012805
0.376615	-0.012013
0.386462	-0.011227
0.396310	-0.010448
0.406160	-0.009676
0.416011	-0.008914
0.425865	-0.008162
0.435721	-0.007420
0.445580	-0.006692
0.455443	-0.005976
0.465310	-0.005274
0.475180	-0.004587
0.485055	-0.003916
0.494935	-0.003261
0.504819	-0.002624
0.514709	-0.002004
0.524605	-0.001403
0.534506	-0.000822
0.544414	-0.000260
0.554327	0.000281
0.564248	0.000800
0.574175	0.001299
0.584109	0.001775
0.594050	0.002228
0.603998	0.002658
0.613954	0.003065
0.623918	0.003447
0.633890	0.003805
0.643870	0.004138
0.653858	0.004447
0.663855	0.004729
0.673860	0.004986
0.683874	0.005217
0.693897	0.005421
0.703929	0.005599
0.713971	0.005750
0.724022	0.005874
0.734082	0.005971
0.744152	0.006041
0.754232	0.006083
0.764322	0.006097
0.774421	0.006083
0.784532	0.006042
0.794652	0.005973
0.804784	0.005876
0.814926	0.005750
0.825079	0.005597
0.835243	0.005416
0.845418	0.005206
0.855604	0.004969
0.865802	0.004704
0.876012	0.004411
0.886233	0.004090
0.896467	0.003741
0.906713	0.003365
0.916971	0.002961
0.927242	0.002530
0.937525	0.002072
0.947822	0.001587
0.958131	0.001075
0.968454	0.000537
0.978791	-0.000028
0.989141	-0.000619
0.999506	-0.001236
