1.000000000000000000e+00 1.257209298899305064e-03
9.960208516410578028e-01 2.084956163807335106e-03
9.920410225110062319e-01 2.908170608176919268e-03
9.880605177669566919e-01 3.726875426066378946e-03
9.840793424982081650e-01 4.541092993364183490e-03
9.800975017271342793e-01 5.350845267046697162e-03
9.761150004100682676e-01 6.156153784425471773e-03
9.721318434381912565e-01 6.957039662383967052e-03
9.681480356384214447e-01 7.753523596601992647e-03
9.641635817743040571e-01 8.545625860769883592e-03
9.601784865469038532e-01 9.333366305789955047e-03
9.561927545956974139e-01 1.011676435896664492e-02
9.522063904994687578e-01 1.089583902318340750e-02
9.482193987772041810e-01 1.167060887606793246e-02
9.442317838889910941e-01 1.244109206914335505e-02
9.402435502369156373e-01 1.320730632696684795e-02
9.362547021659642921e-01 1.396926894625437864e-02
9.322652439649250500e-01 1.472699679499082925e-02
9.282751798672910226e-01 1.548050631152673128e-02
9.242845140521658287e-01 1.622981350365956116e-02
9.202932506451700911e-01 1.697493394770006186e-02
9.163013937193492664e-01 1.771588278752293799e-02
9.123089472960842494e-01 1.845267473360213267e-02
9.083159153460025337e-01 1.918532406202888910e-02
9.043223017898911475e-01 1.991384461351390633e-02
9.003281104996123663e-01 2.063824979237162405e-02
8.963333452990199790e-01 2.135855256548747222e-02
8.923380099648771102e-01 2.207476546126652811e-02
8.883421082277781489e-01 2.278690056856378862e-02
8.843456437730689013e-01 2.349496953559540580e-02
8.803486202417727391e-01 2.419898356883001811e-02
8.763510412315140830e-01 2.489895343186070142e-02
8.723529102974485472e-01 2.559488944425551693e-02
8.683542309531909753e-01 2.628680148038706893e-02
8.643550066717485825e-01 2.697469896824079144e-02
8.603552408864536538e-01 2.765859088820035033e-02
8.563549369919009058e-01 2.833848577181006384e-02
8.523540983448842923e-01 2.901439170051431718e-02
8.483527282653378077e-01 2.968631630437234062e-02
8.443508300372783992e-01 3.035426676074816713e-02
8.403484069097495457e-01 3.101824979297515550e-02
8.363454620977701648e-01 3.167827166899402080e-02
8.323419987832815226e-01 3.233433819996447273e-02
8.283380201161020251e-01 3.298645473884827956e-02
8.243335292148786797e-01 3.363462617896497558e-02
8.203285291680456615e-01 3.427885695251676329e-02
8.163230230347828797e-01 3.491915102908507013e-02
8.123170138459784306e-01 3.555551191409450640e-02
8.083105046051928255e-01 3.618794264724638915e-02
8.043034982896259955e-01 3.681644580091852220e-02
8.002959978510882921e-01 3.744102347853178747e-02
7.962880062169729323e-01 3.806167731288228467e-02
7.922795262912318837e-01 3.867840846443726388e-02
7.882705609553547488e-01 3.929121761959507991e-02
7.842611130693513122e-01 3.990010498890707996e-02
7.802511854727356422e-01 4.050507030526059871e-02
7.762407809855150775e-01 4.110611282202235317e-02
7.722299024091813235e-01 4.170323131114066217e-02
7.682185525277057669e-01 4.229642406120494302e-02
7.642067341085376775e-01 4.288568887546231889e-02
7.601944499036057401e-01 4.347102306978899156e-02
7.561817026503239170e-01 4.405242347061515129e-02
7.521684950726005292e-01 4.462988641280296598e-02
7.481548298818512244e-01 4.520340773747488772e-02
7.441407097780154967e-01 4.577298278979211738e-02
7.401261374505782031e-01 4.633860641668011149e-02
7.361111155795935224e-01 4.690027296450170746e-02
7.320956468367152414e-01 4.745797627667361351e-02
7.280797338862292634e-01 4.801170969122709603e-02
7.240633793860918876e-01 4.856146603830904795e-02
7.200465859889721987e-01 4.910723763762296634e-02
7.160293563432988950e-01 4.964901629580716763e-02
7.120116930943125588e-01 5.018679330374884590e-02
7.079935988851218109e-01 5.072055943383130955e-02
7.039750763577661274e-01 5.125030493711264096e-02
6.999561281542817648e-01 5.177601954043393323e-02
6.959367569177750124e-01 5.229769244345389839e-02
6.919169652934996639e-01 5.281531231560835510e-02
6.878967559299407064e-01 5.332886729299176481e-02
6.838761314799038926e-01 5.383834497515825601e-02
6.798550946016103103e-01 5.434373242183957592e-02
6.758336479597994995e-01 5.484501614957714571e-02
6.718117942268352349e-01 5.534218212826563094e-02
6.677895360838219663e-01 5.583521577760451604e-02
6.637668762217244778e-01 5.632410196345523368e-02
6.597438173424968744e-01 5.680882499410025432e-02
6.557203621602174515e-01 5.728936861640084727e-02
6.516965134022314476e-01 5.776571601185014754e-02
6.476722738103010135e-01 5.823784979251800387e-02
6.436476461417638406e-01 5.870575199688354839e-02
6.396226331706983403e-01 5.916940408555193542e-02
6.355972376890991482e-01 5.962878693685096099e-02
6.315714625080598443e-01 6.008388084230360804e-02
6.275453104589641118e-01 6.053466550197160456e-02
6.235187843946883302e-01 6.098112001966596307e-02
6.194918871908109415e-01 6.142322289801948471e-02
6.154646217468336955e-01 6.186095203341622495e-02
6.114369909874112219e-01 6.229428471077268215e-02
6.074089978635932585e-01 6.272319759816552542e-02
6.033806453540749848e-01 6.314766674129991542e-02
5.993519364664611215e-01 6.356766755781273481e-02
5.953228742385395789e-01 6.398317483140462947e-02
5.912934617395684267e-01 6.439416270579406687e-02
5.872637020715745226e-01 6.480060467848719474e-02
5.832335983706646854e-01 6.520247359435621393e-02
5.792031538083511899e-01 6.559974163901884092e-02
5.751723715928899194e-01 6.599238033201160203e-02
5.711412549706333941e-01 6.638036051974863239e-02
5.671098072273980106e-01 6.676365236825743121e-02
5.630780316898473803e-01 6.714222535568370454e-02
5.590459317268898776e-01 6.751604826455490094e-02
5.550135107510952848e-01 6.788508917379371121e-02
5.509807722201255364e-01 6.824931545047147052e-02
5.469477196381847817e-01 6.860869374129047182e-02
5.429143565574883201e-01 6.896318996378425492e-02
5.388806865797485246e-01 6.931276929722501867e-02
5.348467133576828569e-01 6.965739617322495858e-02
5.308124405965408688e-01 6.999703426601980305e-02
5.267778720556532956e-01 7.033164648242040684e-02
5.227430115500026897e-01 7.066119495141898188e-02
5.187078629518188100e-01 7.098564101343500521e-02
5.146724301921952183e-01 7.130494520918549683e-02
5.106367172627339635e-01 7.161906726816311131e-02
5.066007282172141357e-01 7.192796609670537578e-02
5.025644671732881763e-01 7.223159976563703344e-02
4.985279383142071641e-01 7.252992549746634099e-02
4.944911458905736357e-01 7.282289965311587732e-02
4.904540942221275457e-01 7.311047771816661656e-02
4.864167876995621476e-01 7.339261428859303327e-02
4.823792307863741802e-01 7.366926305596704916e-02
4.783414280207485825e-01 7.394037679210466174e-02
4.743033840174799010e-01 7.420590733313106591e-02
4.702651034699308341e-01 7.446580556293586062e-02
4.662265911520313000e-01 7.472002139599029369e-02
4.621878519203184710e-01 7.496850375949538903e-02
4.581488907160198853e-01 7.521120057483000887e-02
4.541097125671822443e-01 7.544805873826358755e-02
4.500703225908474492e-01 7.567902410089832888e-02
4.460307259952782100e-01 7.590404144780321660e-02
4.419909280822354458e-01 7.612305447629863497e-02
4.379509342493100310e-01 7.633600577334985482e-02
4.339107499923121614e-01 7.654283679202389390e-02
4.298703809077197291e-01 7.674348782696166493e-02
4.258298326951898138e-01 7.693789798881511821e-02
4.217891111601357879e-01 7.712600517759493624e-02
4.177482222163738101e-01 7.730774605487200635e-02
4.137071718888416516e-01 7.748305601477122051e-02
4.096659663163939591e-01 7.765186915369363951e-02
4.056246117546773444e-01 7.781411823869736899e-02
4.015831145790908496e-01 7.796973467446464967e-02
3.975220321295204196e-01 7.811823678694859718e-02
3.934477255638291204e-01 7.825786053208236281e-02
3.893731430652777603e-01 7.838834971810043628e-02
3.852983002711883875e-01 7.850962962838199666e-02
3.812232131259702950e-01 7.862162402063346822e-02
3.771478978890185352e-01 7.872425508417517370e-02
3.730723711428834410e-01 7.881744339516395803e-02
3.689966498017264174e-01 7.890110786962850620e-02
3.649207511200788234e-01 7.897516571418670972e-02
3.608446927019209882e-01 7.903953237430269563e-02
3.567684925101017868e-01 7.909412147993408193e-02
3.526921688761162077e-01 7.913884478840520209e-02
3.486157405102656703e-01 7.917361212433374207e-02
3.445392265122227404e-01 7.919833131642205204e-02
3.404626463820250026e-01 7.921290813091252936e-02
3.363860200315257898e-01 7.921724620148908047e-02
3.323093677963305237e-01 7.921124695539155658e-02
3.282327104482488656e-01 7.919480953549021263e-02
3.241560692082970929e-01 7.916783071804811556e-02
3.200794657602868409e-01 7.913020482587702908e-02
3.160029222650380665e-01 7.908182363656843239e-02
3.119264613752598114e-01 7.902257628545512891e-02
3.078501062511428965e-01 7.895234916292971639e-02
3.037738805767147277e-01 7.887102580571513089e-02
2.996978085770095057e-01 7.877848678164708907e-02
